,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28947,2,2,4160,1,0,,,6,364
28948,1,2,117,2,1,2017-12-28,0.05,1,0
28949,1,2,125,1,68,2019-06-23,3.65,2,142
28950,1,1,70,5,18,2019-06-03,0.98,1,8
28951,1,1,75,2,0,,,1,0
28952,2,2,1046,1,10,2018-10-07,0.54,1,365
28953,1,1,60,4,0,,,1,0
28954,2,2,152,1,4,2017-12-31,0.21,1,0
28955,1,2,65,1,57,2019-06-29,3.07,2,53
28956,1,1,195,2,72,2019-07-01,3.93,2,165
28957,2,1,70,2,0,,,1,0
28958,1,2,225,2,57,2019-06-17,3.08,1,59
28959,1,1,57,28,2,2019-05-31,0.11,2,77
28960,3,2,160,2,2,2018-01-01,0.11,1,0
28961,2,2,200,3,0,,,1,0
28962,1,1,29,2,7,2018-08-13,0.38,1,0
28963,5,1,200,3,0,,,1,83
28964,1,2,149,2,70,2019-07-01,4.48,1,309
28965,1,1,45,5,0,,,2,0
28966,1,1,45,1,1,2018-01-02,0.05,2,0
28967,2,2,162,3,9,2019-01-01,0.49,1,0
28968,1,2,50,5,2,2018-01-13,0.11,1,0
28969,2,2,400,1,0,,,1,0
28970,3,2,110,1,3,2018-01-05,0.16,1,0
28971,2,2,90,2,3,2018-07-23,0.17,1,0
28972,1,2,38,4,5,2018-06-11,0.27,1,0
28973,1,2,59,2,42,2019-06-19,2.33,1,35
28974,2,2,105,3,4,2018-05-28,0.21,1,0
28975,2,2,210,1,1,2017-12-28,0.05,1,0
28976,2,2,150,3,0,,,1,0
28977,1,1,250,1,8,2018-06-13,0.43,1,0
28978,2,2,170,2,0,,,1,0
28979,1,2,115,2,0,,,1,0
28980,2,2,150,2,1,2018-01-01,0.05,1,0
28981,3,1,100,1,0,,,1,83
28982,2,3,42,2,37,2019-06-30,3.02,1,1
28983,3,2,125,1,77,2019-07-05,4.5,1,348
28984,3,1,50,3,0,,,1,0
28985,2,1,130,1,0,,,2,0
28986,3,2,100,4,0,,,1,0
28987,1,1,59,4,53,2019-07-02,2.88,1,39
28988,2,2,199,7,13,2019-06-11,0.82,1,349
28989,2,1,84,2,119,2019-06-19,6.44,1,20
28990,2,2,80,60,1,2017-12-30,0.05,1,0
28991,2,1,70,2,2,2019-02-25,0.11,1,0
28992,1,2,90,2,15,2019-05-05,0.84,1,0
28993,2,2,75,20,0,,,1,0
28994,2,2,150,5,1,2017-12-18,0.05,1,0
28995,2,1,87,1,2,2019-03-18,0.13,1,0
28996,2,2,140,4,1,2017-12-26,0.05,1,0
28997,3,1,49,7,10,2019-06-01,0.55,1,0
28998,3,2,105,1,64,2019-06-21,3.6,1,314
28999,1,2,60,4,1,2018-01-02,0.05,1,0
29000,2,1,75,2,0,,,1,0
29001,2,1,65,1,4,2019-06-29,0.94,2,153
29002,1,2,150,4,14,2019-01-07,0.77,1,0
29003,1,2,125,3,17,2019-06-30,1.1,1,14
29004,2,1,41,15,3,2018-01-16,0.16,1,0
29005,1,1,100,2,0,,,1,89
29006,2,2,249,3,8,2019-05-19,0.48,1,175
29007,2,2,250,2,0,,,1,0
29008,3,1,45,1,140,2019-07-06,7.47,2,81
29009,2,1,150,1,28,2018-12-30,1.49,1,68
29010,1,1,40,3,0,,,1,0
29011,1,2,170,2,1,2018-01-01,0.05,1,0
29012,2,2,299,4,3,2018-05-07,0.16,1,0
29013,1,1,55,3,15,2019-07-01,0.81,1,66
29014,3,1,45,5,12,2019-06-25,0.99,3,320
29015,1,1,49,1,26,2019-05-31,1.41,3,115
29016,3,1,475,1,7,2018-03-01,0.37,2,0
29017,2,1,34,1,1,2017-12-22,0.05,1,0
29018,1,2,129,2,3,2018-11-05,0.16,1,0
29019,2,1,75,1,4,2018-05-14,0.22,1,0
29020,1,1,95,3,2,2018-01-03,0.11,1,23
29021,2,2,180,4,48,2019-07-05,2.58,1,61
29022,1,1,100,3,10,2019-04-25,0.55,2,0
29023,2,2,220,2,0,,,1,0
29024,2,2,205,3,0,,,1,0
29025,1,1,100,1,5,2019-06-24,0.27,2,163
29026,1,2,112,1,62,2019-06-17,3.33,1,151
29027,5,1,125,1,25,2018-12-09,1.34,2,0
29028,1,2,102,13,6,2019-06-10,0.33,1,0
29029,1,1,40,10,0,,,3,0
29030,1,1,65,2,40,2018-08-31,2.2,1,0
29031,2,2,100,3,3,2018-01-21,0.16,1,0
29032,3,2,80,1,3,2019-05-15,0.21,1,1
29033,2,2,200,2,8,2019-05-26,0.5,2,3
29034,2,2,100,30,6,2019-04-01,0.45,2,271
29035,2,2,175,2,0,,,1,0
29036,2,2,115,1,0,,,1,0
29037,1,1,45,3,10,2019-05-29,0.9,10,322
29038,2,2,70,7,0,,,1,0
29039,1,3,50,4,15,2018-08-27,0.81,2,0
29040,1,1,60,2,41,2019-06-12,2.46,10,362
29041,2,1,90,1,1,2017-12-31,0.05,2,0
29042,1,2,110,5,3,2018-12-31,0.17,1,0
29043,2,1,65,7,9,2019-05-06,0.71,1,144
29044,1,1,70,30,0,,,1,0
29045,1,1,75,2,46,2019-06-24,2.65,10,360
29046,1,1,64,2,46,2019-06-19,2.67,10,352
29047,1,2,120,2,83,2019-07-01,4.43,1,346
29048,2,1,95,2,13,2019-01-02,0.7,1,0
29049,1,1,67,2,27,2019-06-21,1.55,10,359
29050,2,1,60,2,2,2019-05-05,0.3,1,0
29051,2,2,150,30,3,2019-06-17,0.25,13,147
29052,1,2,175,3,56,2019-07-08,3.0,2,288
29053,2,2,220,5,1,2018-01-01,0.05,1,0
29054,2,2,365,1,13,2019-07-06,0.71,5,65
29055,1,2,325,30,0,,,1,179
29056,3,1,59,1,21,2019-06-05,1.53,3,348
29057,1,1,121,1,8,2019-06-12,0.44,2,91
29058,3,1,50,3,0,,,1,0
29059,1,1,32,1,1,2018-01-22,0.06,1,0
29060,1,1,49,2,0,,,1,0
29061,3,1,50,2,38,2019-07-01,2.04,5,301
29062,3,2,95,2,44,2019-04-27,2.53,1,190
29063,1,1,75,2,61,2019-07-02,3.26,3,265
29064,2,1,1000,11,0,,,1,0
29065,2,2,191,3,1,2017-12-20,0.05,1,0
29066,1,1,125,3,9,2018-07-01,0.49,1,0
29067,1,1,55,14,5,2019-05-26,0.27,1,90
29068,1,2,110,4,40,2019-06-30,2.37,1,50
29069,1,2,250,1,95,2019-06-20,5.04,1,79
29070,1,1,85,60,0,,,1,358
29071,1,1,45,5,2,2018-03-14,0.12,1,0
29072,2,1,150,1,0,,,1,0
29073,1,2,125,21,24,2019-04-29,1.3,1,264
29074,2,2,185,2,92,2019-06-30,4.88,1,120
29075,1,2,104,2,31,2019-06-06,1.69,1,166
29076,1,1,45,2,8,2018-09-03,0.43,1,0
29077,3,2,135,2,44,2019-06-20,2.37,1,83
29078,1,1,55,2,5,2018-09-23,0.27,2,0
29079,3,1,79,1,61,2019-06-18,3.3,3,151
29080,3,3,27,31,5,2018-07-06,0.27,4,6
29081,3,1,75,1,37,2019-06-30,2.09,3,344
29082,1,2,135,1,24,2019-06-27,1.42,2,36
29083,2,2,110,2,1,2017-12-28,0.05,1,0
29084,1,2,200,1,39,2019-06-30,2.44,2,362
29085,2,1,50,4,0,,,1,0
29086,2,1,60,4,1,2018-12-26,0.15,1,0
29087,2,2,175,5,3,2018-08-11,0.16,1,0
29088,2,2,190,1,94,2019-07-01,5.18,1,187
29089,2,2,100,1,0,,,1,0
29090,2,2,111,30,1,2019-04-06,0.32,50,317
29091,2,1,130,2,2,2018-04-12,0.13,2,0
29092,2,1,100,1,0,,,1,0
29093,2,1,44,2,1,2017-12-26,0.05,2,0
29094,2,1,100,1,0,,,1,0
29095,1,2,70,1,2,2018-01-05,0.11,1,0
29096,2,1,140,4,24,2019-06-30,1.3,4,355
29097,1,2,80,4,87,2019-06-16,4.71,1,4
29098,1,2,179,2,13,2019-07-02,0.71,1,35
29099,2,1,47,2,3,2018-01-12,0.17,1,0
29100,2,2,160,7,1,2018-03-09,0.06,1,0
29101,1,1,80,1,0,,,1,0
29102,2,2,110,3,30,2019-06-23,1.62,1,265
29103,1,2,250,1,103,2019-06-25,5.5,4,69
29104,2,2,400,3,32,2019-06-23,1.88,1,69
29105,1,1,70,1,1,2018-01-03,0.05,1,0
29106,2,2,225,7,0,,,1,0
29107,1,1,80,1,0,,,3,0
29108,1,2,350,1,2,2018-01-01,0.11,3,0
29109,2,2,190,1,0,,,2,0
29110,2,2,275,180,5,2018-07-17,0.27,2,364
29111,2,2,90,4,18,2018-11-25,0.98,1,0
29112,2,2,159,4,3,2018-05-05,0.16,1,0
29113,1,2,80,1,139,2019-06-24,7.65,1,77
29114,1,1,45,1,1,2017-12-31,0.05,1,0
29115,2,1,65,1,1,2017-12-23,0.05,2,0
29116,1,2,118,3,3,2019-05-24,1.32,1,249
29117,3,2,60,2,34,2019-06-14,1.89,2,117
29118,3,2,57,1,91,2019-07-05,5.04,2,57
29119,1,3,32,30,2,2018-08-22,0.15,1,0
29120,1,3,29,30,1,2018-12-11,0.14,8,334
29121,1,1,44,1,0,,,2,0
29122,1,1,35,3,0,,,1,0
29123,1,2,126,1,9,2018-03-02,0.49,1,0
29124,1,2,200,5,0,,,1,0
29125,2,1,120,1,69,2019-07-05,3.73,1,277
29126,1,2,64,30,2,2019-04-30,0.15,1,268
29127,2,1,78,2,36,2019-06-24,1.94,1,0
29128,2,2,271,30,1,2018-08-17,0.09,232,310
29129,1,1,78,4,4,2019-01-01,0.22,3,0
29130,1,2,65,15,0,,,1,0
29131,1,1,38,1,2,2018-02-25,0.11,1,0
29132,1,2,140,3,10,2019-04-16,0.54,1,0
29133,5,1,187,3,4,2019-07-04,0.22,1,76
29134,1,2,300,4,28,2019-06-25,1.52,1,179
29135,2,1,100,3,22,2019-06-22,1.2,1,13
29136,1,2,117,1,24,2019-06-24,1.3,1,328
29137,1,2,500,1,0,,,1,0
29138,2,2,158,7,2,2018-03-19,0.12,2,0
29139,2,1,61,10,0,,,1,0
29140,1,1,60,1,2,2017-12-30,0.11,2,0
29141,1,2,95,1,35,2019-07-03,2.04,1,28
29142,1,2,160,2,34,2019-07-01,1.84,3,272
29143,1,2,109,3,34,2019-06-22,1.85,1,156
29144,2,1,160,2,107,2019-06-30,5.73,1,49
29145,2,2,330,2,9,2019-05-28,0.48,1,5
29146,3,1,50,1,2,2018-01-03,0.11,2,0
29147,3,1,50,1,10,2019-06-30,0.53,1,211
29148,1,1,23,3,2,2018-01-16,0.11,1,0
29149,1,1,68,6,48,2019-06-29,2.59,1,0
29150,3,1,36,1,5,2018-12-30,0.27,2,250
29151,2,2,190,6,2,2018-05-06,0.12,1,0
29152,1,1,140,3,19,2019-06-17,1.03,2,79
29153,2,1,185,3,5,2019-03-16,0.27,1,8
29154,2,1,50,3,4,2019-05-12,0.66,1,31
29155,1,1,45,3,13,2019-04-06,0.7,5,76
29156,1,1,35,1,8,2019-06-14,0.44,1,76
29157,2,2,110,2,67,2019-06-23,3.93,1,67
29158,5,2,140,1,106,2019-06-30,5.7,1,310
29159,1,2,120,1,1,2018-01-02,0.05,1,57
29160,1,2,125,3,27,2019-07-03,2.77,1,41
29161,1,1,50,9,0,,,1,0
29162,2,2,130,4,0,,,1,0
29163,2,2,150,2,0,,,1,0
29164,3,1,68,2,50,2019-07-05,2.84,2,51
29165,2,2,199,3,12,2019-06-29,0.65,2,17
29166,2,2,450,3,12,2019-05-27,0.65,1,83
29167,3,1,76,2,53,2019-07-01,3.15,2,76
29168,2,3,39,1,4,2019-05-14,0.49,3,324
29169,1,1,48,2,28,2019-07-07,1.51,1,3
29170,2,2,70,15,0,,,1,0
29171,1,2,175,3,12,2018-10-14,0.85,1,0
29172,1,2,120,6,1,2019-01-02,0.16,2,0
29173,2,1,100,3,31,2019-03-15,1.8,1,0
29174,1,1,50,2,2,2018-01-01,0.11,1,0
29175,2,1,90,3,1,2018-05-30,0.07,1,0
29176,2,3,37,20,0,,,1,0
29177,3,1,40,3,7,2019-06-13,0.38,5,313
29178,5,2,60,1,104,2019-06-23,5.61,1,365
29179,1,1,53,1,20,2019-03-23,1.29,4,151
29180,1,1,120,1,16,2019-05-26,1.05,4,150
29181,3,2,150,3,49,2019-06-05,2.74,1,324
29182,2,2,115,2,1,2017-12-30,0.05,1,0
29183,1,1,59,1,20,2019-06-20,1.23,4,132
29184,1,2,99,3,66,2019-07-01,3.55,1,254
29185,2,2,89,2,1,2018-02-08,0.06,1,0
29186,2,1,47,1,2,2018-05-25,0.11,1,0
29187,1,2,149,29,24,2019-04-23,1.42,1,3
29188,2,1,159,4,42,2019-06-15,2.46,1,242
29189,2,2,90,2,38,2019-06-30,2.05,1,25
29190,2,1,80,2,7,2019-01-01,0.38,3,0
29191,3,1,50,1,16,2019-06-29,0.85,2,1
29192,2,1,60,3,10,2018-09-05,0.54,1,0
29193,2,2,240,4,0,,,1,0
29194,3,1,37,1,14,2019-01-04,0.83,5,310
29195,1,1,58,1,1,2017-12-25,0.05,1,0
29196,1,1,70,3,5,2018-10-29,0.51,1,0
29197,1,2,280,2,7,2018-12-25,0.38,1,0
29198,1,1,35,1,0,,,1,0
29199,1,2,349,2,19,2019-06-21,1.03,4,363
29200,2,2,120,3,20,2019-07-05,4.96,1,55
29201,1,1,40,1,1,2017-12-30,0.05,1,0
29202,2,2,450,4,0,,,1,0
29203,2,2,250,2,1,2017-12-31,0.05,1,0
29204,1,1,80,2,5,2018-10-28,0.27,2,0
29205,1,1,80,1,31,2019-06-25,1.67,1,13
29206,2,2,300,3,6,2019-05-26,0.32,1,0
29207,3,3,40,30,2,2018-05-17,0.11,1,0
29208,2,1,119,3,42,2019-06-13,2.26,1,54
29209,2,1,110,1,5,2018-06-28,0.27,1,0
29210,1,2,110,4,15,2019-05-28,0.83,1,13
29211,2,2,499,14,23,2019-05-09,1.27,4,1
29212,3,1,99,1,23,2019-07-01,1.25,2,93
29213,2,2,499,14,14,2019-03-06,0.78,4,298
29214,4,1,40,2,17,2018-09-07,0.92,1,36
29215,1,1,50,4,2,2018-06-09,0.11,1,0
29216,3,2,130,1,93,2019-07-01,5.01,2,279
29217,3,2,175,2,8,2018-10-28,0.56,1,0
29218,3,1,60,1,4,2018-08-19,0.22,1,0
29219,3,1,60,1,26,2018-12-31,1.41,5,173
29220,2,1,92,3,104,2019-06-20,5.67,2,25
29221,1,3,30,1,1,2017-12-31,0.05,1,0
29222,2,1,129,1,47,2019-06-05,2.8,3,364
29223,1,1,34,4,35,2019-05-25,2.36,2,5
29224,2,1,95,2,8,2019-05-13,0.44,1,146
29225,1,1,125,1,3,2018-05-18,0.16,1,4
29226,2,1,65,1,14,2019-01-01,0.76,2,180
29227,3,1,38,4,0,,,1,0
29228,2,2,225,1,29,2019-06-23,1.72,1,14
29229,2,1,68,1,7,2019-07-07,0.39,1,54
29230,1,2,65,2,1,2018-01-01,0.05,1,0
29231,2,2,180,3,29,2019-02-20,1.79,2,235
29232,3,1,110,1,1,2018-01-01,0.05,1,0
29233,1,1,150,1,3,2018-02-18,0.16,2,0
29234,1,1,32,1,0,,,1,0
29235,1,2,108,29,5,2018-12-21,0.31,1,98
29236,2,1,68,2,28,2019-06-01,1.75,2,53
29237,2,2,1500,30,0,,,1,87
29238,2,2,10000,30,0,,,1,83
29239,1,1,75,2,0,,,1,0
29240,1,2,150,2,9,2019-02-24,0.56,1,0
29241,2,2,165,2,2,2018-01-01,0.11,1,0
29242,2,1,125,1,3,2018-12-31,0.38,1,365
29243,2,2,150,30,2,2019-06-01,0.87,91,251
29244,1,2,60,3,9,2019-02-15,0.51,1,0
29245,1,1,27,1,0,,,1,0
29246,1,1,50,2,55,2019-07-01,2.97,4,281
29247,2,2,199,7,21,2019-04-14,1.14,1,10
29248,1,1,48,1,2,2018-01-16,0.11,1,0
29249,2,2,180,2,0,,,1,0
29250,2,1,109,1,1,2018-02-17,0.06,3,0
29251,2,1,80,1,58,2019-06-23,3.64,1,45
29252,2,1,109,1,1,2018-02-18,0.06,3,0
29253,1,2,139,2,9,2019-04-07,1.08,1,57
29254,1,1,39,4,58,2019-07-01,3.16,2,32
29255,1,1,80,3,1,2017-12-28,0.05,1,0
29256,1,2,225,3,50,2019-06-23,3.12,1,71
29257,1,1,55,3,55,2019-06-23,3.4,4,329
29258,4,2,99,2,3,2019-05-18,0.36,1,364
29259,2,2,145,1,23,2019-07-05,1.37,1,3
29260,1,2,75,3,87,2019-07-05,4.91,1,267
29261,1,1,85,2,33,2018-09-30,1.86,1,0
29262,1,2,150,2,61,2019-06-20,3.42,2,85
29263,2,2,150,2,33,2018-12-18,1.79,1,0
29264,3,1,70,1,92,2019-06-30,4.96,3,357
29265,2,1,150,2,24,2019-05-03,1.68,3,149
29266,1,2,140,2,3,2018-01-28,0.17,1,0
29267,2,2,160,1,3,2018-03-18,0.17,3,0
29268,2,1,78,30,8,2018-06-13,0.45,1,219
29269,5,1,300,1,0,,,1,0
29270,2,2,225,2,5,2019-01-20,0.27,1,0
29271,3,2,200,4,0,,,1,0
29272,2,2,220,30,2,2019-02-04,0.17,4,280
29273,2,1,90,1,133,2019-07-07,7.79,1,41
29274,3,1,40,1,1,2019-02-15,0.21,1,37
29275,2,2,200,2,0,,,1,0
29276,1,1,40,1,11,2018-04-01,0.6,1,0
29277,2,2,240,30,3,2019-05-27,0.45,9,199
29278,2,2,150,1,2,2017-12-30,0.11,1,0
29279,1,2,170,6,23,2019-05-24,1.42,1,190
29280,1,1,35,1,204,2019-06-30,11.17,1,19
29281,2,2,250,30,3,2019-04-30,0.37,9,264
29282,1,2,399,3,19,2019-05-06,1.13,4,272
29283,2,2,210,5,8,2018-05-28,0.49,1,0
29284,2,2,220,30,2,2018-12-16,0.16,9,298
29285,2,2,170,30,0,,,9,200
29286,2,2,170,30,4,2019-01-07,0.3,9,281
29287,1,1,90,1,1,2018-07-01,0.08,1,280
29288,2,2,80,4,5,2019-01-14,0.28,1,0
29289,2,2,96,2,13,2018-05-28,0.73,1,0
29290,3,1,59,1,127,2019-07-03,6.94,2,80
29291,1,1,80,14,4,2019-04-03,0.23,1,0
29292,1,1,39,7,0,,,1,0
29293,1,2,100,1,5,2018-02-27,0.27,1,0
29294,1,1,100,1,18,2019-04-22,0.98,1,364
29295,2,1,70,7,0,,,1,0
29296,3,2,80,2,83,2019-06-29,4.47,1,288
29297,2,2,235,31,5,2019-03-10,0.4,33,327
29298,1,1,55,1,60,2019-07-06,3.25,4,58
29299,2,2,140,4,52,2019-06-17,3.03,1,242
29300,1,2,260,3,42,2019-07-06,2.94,1,46
29301,2,1,200,2,1,2018-01-01,0.05,1,0
29302,1,1,80,2,20,2019-05-08,1.14,1,0
29303,1,1,78,30,25,2019-05-09,1.35,1,342
29304,2,2,208,7,3,2018-08-22,0.17,2,155
29305,1,1,32,30,0,,,2,322
29306,1,1,85,1,6,2018-04-02,0.33,1,0
29307,2,2,250,1,75,2019-07-04,4.78,1,283
29308,1,2,28,2,13,2018-06-11,0.72,1,0
29309,2,1,101,4,4,2019-06-12,0.22,1,2
29310,2,2,168,2,0,,,1,0
29311,1,2,100,1,68,2019-06-15,3.74,1,5
29312,1,1,79,3,22,2019-04-22,1.22,4,125
29313,1,2,190,4,42,2019-05-28,2.42,5,299
29314,3,1,30,5,7,2019-02-12,0.38,1,0
29315,1,1,69,2,22,2019-06-18,1.21,4,139
29316,3,1,44,4,77,2019-07-06,4.27,2,32
29317,1,1,45,5,2,2018-07-27,0.17,1,0
29318,1,1,70,5,2,2018-10-29,0.23,1,0
29319,2,1,85,3,47,2019-06-23,2.77,6,0
29320,2,2,140,1,43,2019-06-29,2.51,11,281
29321,2,2,140,2,4,2019-03-24,0.53,11,354
29322,3,1,75,2,0,,,1,0
29323,1,2,400,2,8,2019-05-19,0.55,2,327
29324,1,1,50,10,8,2018-10-10,0.44,5,153
29325,1,1,35,1,27,2019-06-16,1.5,1,35
29326,2,2,140,1,25,2019-06-27,1.67,11,330
29327,2,1,75,2,39,2018-12-06,2.17,1,24
29328,5,2,140,2,57,2019-06-16,3.58,1,73
29329,2,2,125,2,32,2019-06-23,1.77,1,19
29330,2,2,125,2,109,2019-06-25,5.95,1,53
29331,2,1,60,1,41,2019-06-22,2.24,4,132
29332,2,2,80,1,1,2018-01-03,0.05,1,0
29333,2,1,250,1,0,,,2,0
29334,2,2,100,2,0,,,2,22
29335,2,1,60,2,1,2018-01-01,0.05,2,0
29336,2,2,350,3,1,2018-01-04,0.05,1,5
29337,1,1,60,20,0,,,1,0
29338,1,1,42,1,10,2018-10-21,0.54,1,0
29339,1,2,60,30,4,2019-05-12,0.28,6,299
29340,3,1,120,3,0,,,1,83
29341,2,2,95,3,3,2019-06-30,0.2,1,78
29342,2,1,70,1,0,,,1,0
29343,1,1,40,30,7,2019-06-10,0.44,2,317
29344,2,1,132,6,0,,,1,0
29345,2,1,45,1,1,2018-04-09,0.07,1,0
29346,5,1,26,30,24,2019-01-15,1.39,1,303
29347,4,2,95,30,25,2018-11-14,1.47,4,178
29348,2,1,78,7,0,,,1,0
29349,1,1,75,2,0,,,1,0
29350,1,1,75,1,16,2019-05-19,1.08,1,280
29351,1,1,50,4,0,,,1,0
29352,2,1,50,1,13,2019-05-28,0.81,10,365
29353,2,2,105,1,111,2019-07-06,6.08,2,238
29354,2,2,149,3,1,2018-01-15,0.06,1,0
29355,2,1,54,3,0,,,1,0
29356,2,2,100,1,8,2018-10-13,0.56,1,12
29357,1,1,89,1,92,2019-06-26,5.1,7,11
29358,1,2,80,3,4,2018-05-18,0.24,1,0
29359,2,2,132,7,0,,,1,0
29360,1,1,50,1,14,2019-06-16,0.78,4,306
29361,1,1,50,5,0,,,1,0
29362,3,1,50,5,0,,,2,96
29363,1,2,300,3,10,2019-06-16,0.62,1,22
29364,3,2,85,1,88,2019-06-27,5.14,1,339
29365,1,1,80,3,1,2019-06-20,1.0,1,84
29366,2,1,350,3,0,,,1,173
29367,2,1,65,3,15,2019-07-06,0.88,1,31
29368,2,2,180,30,2,2018-09-15,0.16,9,151
29369,1,2,111,6,2,2018-10-27,0.18,1,43
29370,1,1,35,3,18,2019-03-17,1.02,13,79
29371,1,1,30,1,70,2019-06-23,3.97,5,193
29372,1,1,90,1,10,2019-06-24,0.72,1,365
29373,1,2,89,2,43,2019-07-07,2.74,1,10
29374,2,2,255,2,69,2019-06-13,3.85,1,149
29375,1,1,44,6,4,2019-05-24,0.23,1,5
29376,2,1,30,1,6,2019-07-02,0.33,1,9
29377,1,1,75,2,5,2019-06-02,0.35,2,40
29378,2,2,110,4,4,2018-11-08,0.22,2,0
29379,2,2,160,3,0,,,1,0
29380,1,2,200,7,0,,,1,0
29381,1,1,60,3,0,,,1,0
29382,1,2,300,2,6,2018-05-04,0.38,1,0
29383,1,1,72,1,12,2019-07-01,0.69,1,358
29384,1,1,39,30,0,,,1,220
29385,1,1,75,2,85,2019-06-23,4.65,2,128
29386,1,1,60,6,3,2019-04-26,0.16,1,0
29387,1,2,350,3,6,2018-10-12,0.43,3,100
29388,5,2,80,3,26,2019-06-22,1.68,1,15
29389,1,2,550,2,92,2019-06-23,5.24,5,90
29390,2,1,39,3,1,2018-01-13,0.06,1,0
29391,1,1,108,3,12,2019-03-12,0.79,1,112
29392,1,1,38,1,48,2019-04-24,2.64,6,3
29393,1,2,85,2,52,2019-01-01,3.54,1,0
29394,1,2,800,5,6,2019-06-14,0.34,1,177
29395,5,1,40,2,15,2018-12-16,0.83,1,220
29396,1,1,60,5,3,2018-11-25,0.36,1,0
29397,3,3,30,1,0,,,1,0
29398,1,1,48,12,1,2018-01-31,0.06,1,0
29399,1,2,175,3,8,2019-05-19,0.47,1,0
29400,1,2,175,2,2,2018-05-28,0.15,1,0
29401,2,1,88,1,5,2019-03-16,1.0,1,158
29402,1,2,60,4,5,2018-02-27,0.28,1,0
29403,1,1,85,1,0,,,1,0
29404,2,1,70,1,52,2019-05-26,2.88,1,128
29405,2,2,161,5,0,,,1,0
29406,5,2,145,2,14,2019-06-20,0.77,1,332
29407,3,1,38,1,19,2018-10-31,1.73,1,0
29408,1,1,150,3,8,2019-07-01,0.48,1,27
29409,1,1,75,3,0,,,2,0
29410,3,1,35,4,39,2019-05-14,2.2,3,304
29411,1,2,70,28,4,2019-05-31,0.3,1,216
29412,1,2,89,2,74,2019-07-05,4.38,1,322
29413,2,2,275,2,0,,,1,0
29414,1,1,50,2,0,,,1,0
29415,1,1,55,3,1,2018-06-27,0.08,1,0
29416,3,2,300,3,0,,,1,5
29417,1,2,180,30,54,2019-06-24,2.98,1,277
29418,2,1,94,1,65,2019-06-24,3.68,1,6
29419,2,1,80,1,4,2018-03-15,0.23,2,0
29420,2,2,150,1,79,2019-06-22,4.55,1,87
29421,2,1,70,1,3,2018-03-04,0.18,2,0
29422,1,2,125,2,80,2019-06-22,4.44,2,74
29423,3,1,69,5,11,2019-06-10,0.69,5,128
29424,1,2,179,2,1,2018-01-16,0.06,1,0
29425,2,2,170,30,1,2018-06-16,0.08,7,364
29426,1,2,105,5,8,2019-04-03,0.53,2,8
29427,1,3,23,1,57,2019-06-23,3.27,1,58
29428,1,1,54,2,96,2019-07-01,5.43,1,130
29429,1,1,69,2,16,2019-06-29,1.07,2,185
29430,3,1,80,1,0,,,1,0
29431,3,3,30,1,0,,,1,0
29432,3,1,60,1,0,,,1,0
29433,2,2,450,14,13,2019-05-08,0.77,4,365
29434,2,2,490,14,14,2019-02-10,0.81,4,365
29435,3,1,78,1,15,2019-06-17,0.96,1,178
29436,1,2,179,3,30,2019-06-14,1.68,2,285
29437,1,2,245,2,59,2019-06-24,3.69,1,53
29438,2,2,100,10,2,2018-09-01,0.15,1,95
29439,2,2,160,1,2,2019-01-01,0.31,2,159
29440,2,1,35,1,0,,,1,89
29441,1,1,50,1,0,,,1,0
29442,1,1,45,2,6,2019-03-04,0.33,1,0
29443,1,1,38,2,1,2018-05-12,0.07,1,0
29444,1,2,120,2,6,2019-01-01,0.5,1,0
29445,2,2,280,1,66,2019-06-24,3.88,1,257
29446,1,2,120,2,2,2018-11-05,0.24,1,0
29447,1,2,175,3,46,2019-06-20,2.84,1,170
29448,1,1,100,1,35,2019-06-27,2.04,2,17
29449,1,1,60,2,1,2018-01-21,0.06,1,0
29450,1,1,80,1,62,2019-06-23,4.83,2,58
29451,1,2,175,4,5,2019-06-16,0.32,1,0
29452,2,2,130,2,3,2018-04-07,0.19,1,0
29453,1,2,185,2,14,2019-06-15,0.82,1,124
29454,2,2,60,14,0,,,1,157
29455,1,2,140,4,50,2019-07-05,2.99,2,107
29456,2,2,140,3,33,2019-05-30,1.91,1,11
29457,2,1,50,27,0,,,1,0
29458,3,2,95,2,57,2019-06-30,3.57,2,53
29459,1,2,95,2,4,2018-05-02,0.26,1,0
29460,1,1,49,7,6,2019-06-12,0.41,2,299
29461,2,1,90,2,0,,,1,0
29462,1,1,58,1,11,2019-05-18,1.77,1,345
29463,2,2,175,3,21,2019-06-10,1.3,1,42
29464,2,1,25,1,2,2018-01-24,0.11,1,0
29465,2,1,32,4,45,2019-07-01,2.53,2,38
29466,1,1,85,1,0,,,1,0
29467,3,1,45,1,4,2018-02-25,0.23,3,0
29468,2,2,100,1,57,2019-06-17,3.62,1,86
29469,2,1,100,3,0,,,1,0
29470,2,2,230,4,3,2019-03-25,0.76,1,0
29471,2,1,34,1,15,2018-05-17,0.85,1,0
29472,3,1,65,3,0,,,1,0
29473,1,1,35,10,5,2019-02-01,0.29,2,350
29474,2,2,103,1,0,,,1,0
29475,1,1,60,2,3,2018-06-19,0.23,1,0
29476,1,1,55,14,3,2019-01-02,0.21,2,64
29477,2,1,95,1,49,2018-10-22,2.72,2,180
29478,2,2,416,4,37,2019-06-09,2.17,1,244
