,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17917,2,2,100,1,3,2016-09-16,0.09,1,0
1517,2,1,250,1,60,2019-05-16,0.93,1,148
10297,2,2,175,7,1,2016-07-01,0.03,1,0
11971,2,2,99,30,0,,,1,0
14538,2,2,170,30,3,2017-04-22,0.1,96,312
7177,1,1,45,17,0,,,1,0
2380,1,2,99,30,13,2018-09-14,0.25,2,280
1236,2,2,175,2,0,,,1,0
34601,1,1,50,2,1,2018-08-27,0.09,1,0
38782,2,2,334,30,0,,,232,280
28105,1,1,129,1,28,2019-06-30,1.44,17,362
34852,1,2,100,1,5,2019-05-04,0.63,2,0
39055,2,2,300,2,1,2019-01-01,0.16,1,0
8796,2,2,145,6,2,2017-06-26,0.04,1,0
571,4,1,80,2,2,2018-02-08,0.05,1,158
5404,1,1,68,5,5,2017-09-20,0.11,1,0
7765,1,1,95,30,46,2019-05-22,0.9,11,317
47019,3,1,40,2,2,2019-06-21,2.0,1,3
9133,2,1,150,1,2,2016-09-23,0.04,3,0
46027,2,1,180,2,1,2019-06-01,0.77,1,31
23362,3,1,55,1,0,,,1,0
13217,2,2,200,4,10,2018-09-05,0.25,1,0
25461,2,1,102,1,0,,,2,0
23973,1,2,90,3,44,2019-06-26,1.82,1,126
37594,1,1,90,1,1,2018-11-19,0.13,1,32
24453,5,3,70,2,2,2018-12-02,0.11,2,0
40247,2,2,200,35,0,,,1,58
41562,1,2,100,2,9,2019-06-25,4.5,1,0
35952,2,1,120,1,36,2019-06-19,3.79,2,180
29687,2,2,150,3,16,2019-06-23,0.9,1,0
22977,2,1,55,90,0,,,1,365
48412,3,1,55,4,0,,,6,150
30525,3,1,70,1,41,2019-05-05,2.76,1,67
3724,2,2,110,1,3,2017-08-29,0.06,1,0
26134,1,1,93,30,1,2019-05-22,0.63,1,0
25,1,1,60,1,19,2019-06-23,1.37,2,85
41028,4,2,75,2,20,2019-07-07,4.38,2,229
41810,1,1,80,1,0,,,1,341
22828,1,1,60,30,21,2019-05-08,0.81,1,1
21734,4,1,50,1,12,2017-08-18,0.42,2,0
18382,2,2,215,1,76,2019-06-23,2.16,1,245
24218,2,2,350,5,0,,,1,0
1365,1,2,180,14,27,2019-05-13,0.36,1,312
23807,2,2,190,4,4,2018-11-27,0.17,1,0
16582,1,1,100,1,11,2017-11-10,0.3,1,0
46866,2,1,70,30,0,,,1,96
3204,2,2,140,2,322,2019-07-01,4.71,1,258
37833,1,2,147,6,14,2019-06-21,1.84,1,14
37140,1,1,62,2,18,2019-06-24,2.7,3,338
40887,1,1,70,1,33,2019-05-31,6.92,4,0
4442,5,1,50,1,21,2019-06-02,0.36,3,188
14094,1,2,129,4,5,2017-11-26,0.12,1,0
44022,5,1,75,3,0,,,1,81
34649,3,1,38,1,16,2019-06-30,1.42,1,362
41992,2,2,376,2,10,2019-05-24,2.46,327,276
30727,1,2,190,2,1,2018-04-23,0.07,1,0
15237,1,1,115,1,0,,,2,0
13346,2,1,115,4,0,,,3,249
19350,2,1,80,1,15,2019-06-02,0.45,1,0
14391,2,2,125,5,2,2017-01-01,0.05,1,0
2065,2,2,124,30,4,2016-06-10,0.07,1,42
42354,2,2,200,2,0,,,1,0
13678,1,2,295,3,182,2019-06-26,4.33,1,226
25489,1,2,170,5,53,2019-03-31,2.43,3,267
1858,4,1,47,1,20,2016-11-06,0.26,1,323
5061,2,1,150,1,13,2019-04-15,1.27,3,273
31706,3,3,38,1,0,,,1,0
18243,5,1,75,2,110,2019-06-17,3.18,2,350
16893,2,1,50,1,1,2016-06-10,0.03,1,0
21331,1,2,99,4,16,2018-03-23,0.54,2,86
26461,2,2,125,30,5,2018-11-12,0.26,1,0
4975,2,1,80,1,3,2015-10-19,0.05,2,314
17875,2,2,107,30,8,2019-05-04,0.24,31,332
7639,2,2,200,2,0,,,1,0
17415,1,2,89,3,14,2018-11-17,0.39,1,0
13437,1,1,60,3,0,,,2,0
35125,1,1,66,5,3,2018-10-07,0.31,1,0
48070,2,2,202,1,0,,,1,23
48538,2,2,320,1,0,,,1,90
2792,1,2,95,7,22,2019-06-21,0.49,1,20
36550,2,2,120,5,0,,,3,40
10897,3,2,139,5,3,2018-07-30,0.16,1,0
5207,2,2,105,24,2,2018-08-31,0.04,1,60
34260,2,1,80,5,2,2018-08-31,0.17,1,0
11299,1,2,150,2,198,2019-06-23,4.48,1,92
19081,1,2,120,5,3,2016-10-21,0.09,3,0
12726,2,1,120,1,0,,,1,0
26093,2,2,183,2,3,2017-09-15,0.13,1,37
23375,1,1,44,4,24,2019-06-23,1.07,4,87
4651,2,1,140,3,118,2019-06-24,1.91,1,316
14047,2,1,50,1,2,2016-03-11,0.05,1,0
25908,2,2,325,2,0,,,1,0
42313,2,2,221,2,10,2019-06-12,2.78,327,354
15131,2,2,239,30,1,2018-03-31,0.06,121,352
16579,2,1,110,2,20,2019-06-03,0.58,4,5
6624,2,2,180,1,5,2016-05-22,0.09,1,0
41791,1,2,143,2,22,2019-06-18,5.0,1,81
28883,2,2,350,2,3,2018-03-19,0.18,1,0
29617,2,1,120,2,11,2019-05-30,0.66,2,58
15817,1,2,195,7,0,,,1,0
7712,1,1,40,1,0,,,1,0
37077,2,1,299,1,8,2019-05-19,0.94,11,177
38188,3,2,35,1,63,2019-06-30,8.44,1,8
1017,2,2,275,2,16,2019-05-09,0.24,1,167
855,2,1,140,2,44,2019-06-26,0.49,1,260
40381,1,1,45,3,1,2019-01-22,0.18,1,0
15963,2,1,50,30,1,2017-09-08,0.04,9,333
31459,3,1,69,3,28,2019-06-24,1.95,9,359
9412,1,2,450,1,5,2019-04-20,0.1,1,207
5719,2,1,79,9,5,2016-08-15,0.09,1,0
17286,1,2,135,7,9,2019-06-06,0.25,1,7
6501,2,2,1000,2,95,2018-12-30,1.7,1,353
8192,1,2,132,3,120,2019-07-06,2.37,2,214
8633,1,2,95,3,1,2015-07-27,0.02,1,0
15104,2,2,175,4,0,,,1,0
16897,2,2,169,10,6,2018-10-14,0.17,1,280
23743,1,1,50,1,0,,,1,0
39428,1,1,70,30,0,,,3,365
17986,1,1,60,2,147,2019-07-02,4.1,3,0
15759,2,2,250,2,29,2018-05-13,0.76,1,0
40252,1,1,60,2,1,2019-02-22,0.22,1,189
43205,2,1,69,4,0,,,1,57
47020,3,1,35,1,0,,,6,7
26887,2,2,99,30,12,2018-02-27,0.57,12,251
36240,2,1,149,10,2,2018-10-30,0.23,1,40
19885,2,2,180,2,146,2019-07-01,4.55,1,259
26930,3,3,37,1,6,2019-05-27,0.33,6,361
22036,1,1,45,2,14,2017-09-30,0.51,3,0
8443,1,2,105,7,3,2016-01-06,0.06,1,0
23282,3,1,54,1,73,2019-06-10,2.89,9,279
19299,2,2,183,1,173,2019-07-07,5.21,1,271
42131,2,2,120,30,1,2019-05-31,0.75,1,311
32350,1,2,200,7,1,2018-12-31,0.16,1,16
10614,2,2,120,5,0,,,1,0
21930,2,1,80,9,3,2017-09-20,0.11,1,0
3718,1,2,45,2,28,2018-01-02,0.43,2,0
5888,1,1,99,1,74,2019-06-09,1.34,3,290
41951,1,2,90,3,20,2019-06-13,4.96,1,2
31803,1,1,40,2,2,2018-07-02,0.14,1,0
38857,2,2,140,1,22,2019-07-07,3.1,5,334
47409,3,3,30,3,0,,,12,359
10114,2,2,175,3,2,2016-03-12,0.04,1,0
4412,2,1,39,7,13,2019-05-11,0.36,6,310
44296,3,2,79,30,0,,,1,333
24848,4,1,35,4,19,2019-06-22,0.84,7,346
41290,3,2,90,3,14,2019-06-17,2.96,1,251
24886,1,2,275,5,3,2017-12-05,0.15,1,0
29346,5,1,26,30,24,2019-01-15,1.39,1,303
43676,2,2,199,15,1,2019-04-23,0.38,1,179
33864,3,1,48,1,74,2019-07-07,6.2,4,56
35094,2,2,204,29,0,,,96,243
11184,3,1,90,3,1,2015-10-24,0.02,1,0
8455,2,2,300,1,0,,,1,0
25701,3,2,250,2,6,2018-03-08,0.27,1,311
40077,1,2,150,1,13,2019-07-03,7.36,1,89
15584,2,1,53,5,8,2017-01-05,0.23,1,0
18022,2,2,400,5,0,,,1,0
17481,2,1,110,4,12,2017-05-21,0.33,1,0
13018,2,1,55,7,1,2015-12-12,0.02,1,0
44146,1,1,75,1,2,2019-05-19,1.0,1,138
36478,2,2,175,2,11,2019-07-07,1.2,2,6
32147,2,1,120,4,2,2018-06-09,0.15,1,0
32308,1,2,250,2,24,2019-06-02,1.83,1,0
2794,1,1,40,1,73,2019-05-13,1.1,1,65
22537,1,2,146,4,58,2019-06-22,2.5,2,17
28355,2,1,60,5,0,,,1,0
37739,1,1,46,30,29,2019-07-03,3.6,3,246
43239,2,1,62,1,7,2019-07-05,2.21,2,172
21184,3,2,120,2,2,2017-05-21,0.08,1,0
7719,2,1,75,2,45,2019-06-03,0.94,1,123
18867,2,2,195,7,28,2019-06-23,0.92,1,285
22481,1,2,90,6,1,2018-10-03,0.11,1,35
42716,1,2,110,3,6,2019-06-28,2.28,1,339
12897,3,1,30,1,0,,,1,0
34208,1,2,165,2,16,2019-06-20,3.72,1,29
37168,1,1,50,30,1,2019-05-04,0.45,17,365
3821,1,1,49,4,4,2015-03-11,0.07,2,8
17448,1,2,199,2,31,2019-05-22,0.88,2,23
21152,2,2,195,3,9,2019-06-06,0.38,1,0
12822,2,1,124,1,0,,,1,0
7088,1,2,995,2,43,2019-06-13,0.82,2,328
9239,1,1,80,1,1,2015-07-14,0.02,1,0
40787,3,1,54,2,1,2019-06-19,1.0,1,56
30801,2,1,45,1,60,2019-06-30,3.85,2,195
30082,3,1,40,1,2,2018-12-30,0.13,2,169
39457,2,1,115,4,1,2019-05-12,0.52,3,0
12667,1,2,60,14,0,,,1,0
48351,1,2,200,1,2,2019-07-08,2.0,1,356
30515,1,1,55,2,1,2018-03-06,0.06,1,0
27762,1,1,70,2,24,2019-06-02,1.22,4,315
34762,1,1,43,4,10,2019-06-11,1.02,1,0
45313,3,2,275,2,0,,,2,69
38781,2,2,302,30,0,,,232,265
29738,4,1,25,1,34,2019-05-16,2.06,2,0
44431,2,2,200,29,0,,,327,339
4309,1,1,100,30,5,2018-09-30,0.09,1,296
36646,1,1,70,2,2,2019-06-19,2.0,3,358
19290,2,1,90,3,3,2017-07-01,0.09,1,0
31714,2,1,80,5,4,2019-06-01,0.35,3,324
27551,2,1,120,4,0,,,1,0
25677,3,1,38,1,66,2019-02-12,3.5,4,0
2646,3,2,100,30,2,2018-08-31,0.06,1,250
12202,1,2,143,1,0,,,1,0
30665,1,2,135,2,26,2019-07-03,2.21,4,29
20835,1,2,195,4,7,2018-11-11,0.23,1,0
26979,2,2,395,2,0,,,1,0
37112,1,1,55,1,40,2019-07-01,5.31,2,99
24591,2,1,70,4,1,2018-01-20,0.06,1,0
29518,3,1,50,1,0,,,1,0
6421,2,2,385,3,1,2015-02-16,0.02,1,365
25499,2,1,150,2,57,2019-06-20,2.51,3,149
20990,1,1,60,2,14,2019-06-29,0.58,1,3
14103,2,2,295,1,0,,,1,0
39544,2,2,250,2,0,,,1,0
4661,1,2,68,30,14,2019-04-19,0.41,5,334
13513,1,2,165,1,216,2019-06-22,5.49,4,194
30059,2,1,92,1,0,,,1,0
12578,1,1,80,2,9,2017-11-06,0.41,1,0
19674,1,2,450,5,15,2019-05-19,0.49,1,60
15604,2,2,250,2,1,2016-05-18,0.03,1,0
21157,2,2,150,7,10,2019-01-07,0.44,1,43
41175,2,2,450,1,12,2019-06-10,2.67,1,325
23136,5,1,65,1,0,,,1,0
41694,3,1,55,2,19,2019-06-26,4.22,1,0
37681,5,1,60,3,8,2019-06-16,1.11,1,326
18791,2,1,75,5,0,,,1,0
20098,1,2,73,2,4,2017-06-13,0.16,1,0
40753,2,1,71,14,0,,,2,63
46180,2,1,300,5,0,,,1,6
40298,3,1,50,2,18,2019-07-03,5.14,1,24
12359,3,2,100,14,0,,,1,0
3846,2,2,200,30,11,2018-09-16,0.18,1,363
22679,2,1,95,4,25,2018-04-30,0.95,1,38
13540,2,1,179,1,2,2016-04-17,0.05,5,309
39636,1,2,300,2,2,2019-01-01,0.3,1,0
9631,2,2,185,1,1,2015-09-02,0.02,1,0
16712,2,1,99,2,22,2017-06-18,0.59,1,365
20555,1,1,50,4,0,,,1,0
42723,2,2,260,30,7,2019-06-17,2.73,25,274
26080,1,1,100,3,81,2019-07-07,3.67,2,42
15299,2,2,275,2,70,2019-07-01,1.84,4,307
19402,3,1,72,3,9,2019-06-09,0.49,4,365
40398,2,2,179,6,1,2019-01-23,0.18,1,3
46112,1,2,250,3,4,2019-06-25,4.0,1,0
25269,4,1,37,2,25,2018-09-01,1.11,3,306
27668,2,2,125,20,0,,,1,0
36820,1,1,35,1,5,2019-02-04,0.57,1,1
31287,3,1,50,1,21,2019-06-08,1.39,5,71
3261,1,2,49,7,0,,,3,0
12526,2,1,60,2,8,2016-08-22,0.19,1,0
39312,3,1,51,1,65,2019-07-03,9.15,3,83
40003,2,1,85,1,6,2019-06-09,1.67,2,42
39928,2,2,400,4,17,2019-07-06,2.73,1,0
31397,2,1,100,1,17,2019-06-26,1.36,1,31
36257,2,2,288,3,44,2019-07-06,4.78,1,48
36542,1,2,215,1,5,2019-06-26,2.21,1,165
39585,2,2,399,30,0,,,8,294
3867,1,2,120,30,14,2018-07-21,0.22,1,108
28377,1,1,65,1,0,,,1,0
27261,3,2,125,3,54,2019-06-30,2.9,1,83
20543,1,1,50,2,2,2017-03-02,0.07,1,0
6023,5,1,49,2,42,2019-06-21,0.74,4,227
41074,2,2,100,1,11,2019-06-24,2.13,1,0
39644,2,1,80,1,29,2019-07-04,4.26,4,18
33112,1,1,41,1,15,2019-01-03,1.17,1,0
15040,2,2,239,30,0,,,121,351
11091,2,1,29,3,27,2018-12-19,0.59,1,0
39805,5,3,20,14,1,2019-05-08,0.48,4,139
34992,1,2,124,2,34,2019-06-04,3.59,2,273
13472,2,1,60,1,229,2019-07-05,6.25,3,310
24804,2,1,115,1,3,2017-08-21,0.12,2,0
1602,1,2,160,1,17,2016-03-15,0.21,1,0
15062,1,2,200,3,6,2018-07-31,0.15,1,0
19717,1,1,50,7,0,,,2,89
43095,2,3,70,3,3,2019-06-23,1.38,2,0
44807,2,2,160,2,3,2019-06-23,2.0,1,8
35480,2,2,120,4,5,2018-12-03,0.49,1,1
7591,2,2,185,30,6,2018-05-23,0.2,39,281
7506,2,1,110,1,175,2019-06-24,3.34,2,43
21262,2,1,53,1,39,2018-07-26,1.39,1,0
31560,1,1,35,2,10,2018-10-11,0.7,1,0
47344,1,2,125,2,0,,,2,37
24203,2,1,99,1,83,2019-06-25,3.36,3,157
31620,2,2,150,30,0,,,23,363
36640,2,1,85,1,6,2018-12-02,0.67,1,0
31392,2,2,145,12,1,2019-01-05,0.16,1,289
22987,5,1,40,4,35,2019-06-08,1.36,3,171
9213,1,2,289,1,0,,,1,0
29363,1,2,300,3,10,2019-06-16,0.62,1,22
29854,1,1,150,1,0,,,1,90
30878,1,1,100,1,54,2019-06-16,3.45,1,45
22638,1,1,79,14,9,2019-06-08,0.34,2,101
8727,2,2,1495,1,11,2016-11-16,0.22,1,0
15749,1,1,50,7,2,2016-05-17,0.05,1,0
14932,2,2,133,3,3,2017-01-01,0.08,1,0
1535,2,2,73,30,100,2019-07-01,1.25,1,3
47984,1,1,99,3,0,,,2,150
21524,3,1,50,1,34,2019-07-06,1.17,1,347
27715,1,2,100,3,41,2019-01-01,2.07,1,0
48620,2,2,299,3,0,,,4,220
6307,2,2,350,3,0,,,3,0
13803,1,3,60,1,1,2016-03-26,0.03,1,0
14028,2,1,150,1,0,,,1,0
26297,3,1,89,1,4,2018-05-18,0.2,2,179
3652,1,1,55,2,1,2018-12-28,0.16,2,157
18813,2,1,60,2,73,2019-06-18,2.13,2,136
22724,1,2,200,1,37,2019-06-14,1.53,1,5
32825,2,3,69,1,17,2018-10-28,1.3,3,212
47475,2,2,200,4,1,2019-07-01,1.0,1,108
3647,2,1,79,1,259,2017-12-20,3.93,1,2
31109,3,1,69,1,91,2019-07-05,5.95,1,90
3215,2,1,60,1,245,2019-07-07,3.6,3,336
16622,1,1,65,1,16,2017-05-28,0.46,1,0
6255,2,2,299,2,63,2019-06-01,1.15,1,210
46888,2,2,350,1,10,2019-06-28,10.0,1,163
10815,1,1,62,1,73,2019-06-19,1.58,1,334
30430,2,3,70,1,50,2019-04-01,3.07,6,362
9526,2,2,280,1,4,2016-05-22,0.09,1,225
26098,2,1,89,2,1,2017-09-14,0.05,1,0
47907,1,1,60,1,0,,,1,179
21147,2,1,55,5,2,2019-04-25,0.16,1,24
40977,2,1,60,30,1,2019-06-03,0.83,32,325
5714,2,1,119,4,7,2017-05-11,0.12,2,0
26420,1,1,90,3,1,2017-12-27,0.05,1,0
47911,1,1,59,2,2,2019-07-04,2.0,3,15
28003,2,2,170,3,26,2019-06-21,1.4,1,1
7313,2,1,28,20,0,,,1,0
43272,1,1,39,7,12,2019-06-11,4.5,2,58
39149,1,1,37,5,0,,,1,0
44552,2,2,189,29,0,,,327,324
28237,1,2,100,90,1,2019-06-27,1.0,1,3
16525,1,2,133,2,12,2016-11-25,0.33,1,0
45333,2,2,585,30,1,2019-05-14,0.54,1,139
27288,4,1,32,4,26,2019-05-19,1.33,8,315
46800,2,1,88,30,0,,,7,364
4053,2,1,90,5,109,2019-06-22,1.73,2,21
42419,1,1,55,1,16,2019-07-02,4.36,2,169
47111,2,2,115,30,0,,,2,211
42568,1,1,64,30,0,,,14,364
20957,2,1,67,1,6,2019-05-27,0.2,1,9
25181,3,1,50,1,4,2017-08-18,0.17,1,0
38986,2,2,195,2,1,2019-01-01,0.16,3,0
46138,2,2,425,3,3,2019-06-30,3.0,1,54
5101,2,2,118,30,4,2019-02-02,0.08,29,341
28604,1,2,180,2,19,2019-06-09,0.99,2,15
45275,2,1,150,1,8,2019-07-01,4.62,7,52
43443,2,2,240,30,0,,,232,239
13901,1,2,125,3,75,2019-07-02,3.27,1,316
16903,1,2,105,15,30,2019-05-26,0.84,1,85
5924,2,2,94,1,23,2019-07-03,0.57,3,316
40105,1,2,125,2,32,2019-07-06,5.16,1,57
8430,2,2,247,5,25,2019-02-23,0.51,1,0
245,2,2,110,200,92,2019-04-30,0.9,1,140
5483,1,2,150,2,5,2018-12-29,0.09,1,0
5324,1,2,150,3,68,2019-06-13,1.35,1,88
36682,1,2,400,2,3,2019-04-27,0.4,1,0
2364,2,2,129,1,96,2019-01-13,1.31,1,324
4307,1,2,300,2,13,2018-09-08,0.24,1,224
46952,1,2,200,1,2,2019-06-13,2.0,1,316
41782,2,2,100,2,16,2019-06-26,3.58,1,8
8800,1,1,55,5,4,2018-02-08,0.08,1,21
11731,2,1,36,1,1,2015-12-27,0.02,1,0
33752,1,1,75,2,4,2018-09-01,0.37,1,0
36254,1,2,250,2,8,2019-05-21,0.85,1,29
38453,1,1,50,12,2,2019-05-15,0.32,1,0
27982,1,2,150,10,2,2019-01-01,0.1,1,0
13145,1,2,100,1,15,2017-12-25,0.35,1,0
18797,2,2,109,30,0,,,121,184
13811,2,2,250,1,0,,,1,0
36179,2,1,62,10,4,2019-06-20,0.48,3,345
5277,1,1,75,2,2,2015-11-01,0.04,2,0
24549,1,1,114,2,43,2019-06-11,1.82,2,114
707,1,2,130,3,18,2019-06-18,0.25,1,1
16047,2,2,350,6,5,2018-07-27,0.14,1,92
27681,1,2,43,3,7,2018-08-08,0.38,2,0
23585,1,1,37,2,6,2017-12-16,0.25,2,0
14527,2,2,130,5,1,2016-03-04,0.02,1,0
38879,3,3,55,5,0,,,3,83
1578,5,1,39,2,169,2019-06-12,2.07,4,306
28672,1,2,110,2,2,2017-12-26,0.11,1,0
27235,3,2,85,1,82,2019-07-03,6.03,1,46
20181,1,2,76,30,7,2019-06-29,0.27,3,310
2524,2,2,110,29,10,2018-08-20,0.14,1,205
59,2,2,180,30,21,2019-06-29,0.3,1,154
11067,2,2,425,2,95,2019-06-22,2.17,1,0
1419,1,1,80,14,2,2019-06-23,0.11,1,67
10597,1,2,120,30,51,2018-10-27,1.28,1,202
16151,2,1,70,20,4,2018-10-29,0.11,1,8
7260,1,2,189,2,177,2019-06-09,3.33,2,235
35819,4,1,41,2,7,2019-01-08,0.71,1,0
10769,2,2,174,3,11,2018-07-30,0.24,1,0
16321,1,2,189,3,6,2016-12-27,0.16,1,0
41287,2,2,160,3,6,2019-07-02,6.0,1,63
21903,1,1,61,5,32,2019-05-21,1.14,4,350
925,2,1,160,21,0,,,1,0
1362,1,2,500,2,250,2019-06-26,2.99,1,307
29023,2,2,220,2,0,,,1,0
48800,1,1,70,2,0,,,1,255
45097,5,2,69,5,0,,,1,55
42193,3,1,70,1,6,2019-06-22,1.61,1,89
19980,2,2,150,2,81,2019-06-02,2.57,1,63
16717,1,2,145,2,78,2019-06-29,2.18,1,314
38135,1,1,70,2,2,2019-01-05,0.27,1,0
43129,1,1,120,7,0,,,1,235
20147,1,2,158,30,7,2019-03-30,0.26,3,37
27234,4,2,125,1,108,2019-07-06,5.41,1,319
43785,2,2,165,2,6,2019-07-01,2.5,1,1
31764,2,2,100,3,0,,,1,0
19270,2,2,2000,30,4,2017-03-11,0.12,11,365
26843,1,2,298,3,24,2019-06-15,1.17,1,265
28505,2,1,100,4,1,2018-12-29,0.16,1,341
18254,3,2,144,2,113,2019-06-11,3.18,3,293
45266,5,1,60,1,5,2019-06-24,3.75,5,179
3575,2,2,900,1,0,,,1,0
17550,1,2,100,10,0,,,1,0
22920,1,1,70,1,54,2019-04-30,2.15,2,197
28163,2,2,300,3,0,,,1,180
22275,1,1,57,1,1,2019-01-16,0.17,4,4
25844,1,1,150,3,0,,,2,0
32066,1,2,160,2,39,2019-06-21,3.02,1,246
33179,3,2,99,3,1,2018-07-09,0.08,1,0
29115,2,1,65,1,1,2017-12-23,0.05,2,0
2144,1,2,225,5,6,2016-08-26,0.08,1,188
2167,1,1,50,3,92,2019-06-19,1.22,3,171
17803,3,1,55,5,28,2019-06-15,0.81,5,365
48361,3,1,89,1,0,,,8,321
33264,1,1,60,2,8,2019-06-15,0.74,10,356
32964,2,1,50,2,43,2019-06-23,3.42,1,134
15058,2,2,369,30,0,,,121,345
32235,2,2,95,1,31,2019-01-13,2.28,1,0
42662,1,1,45,1,4,2019-05-26,1.88,2,135
35082,1,1,75,1,5,2019-05-06,0.59,1,55
27929,1,2,115,2,17,2019-02-24,0.86,1,0
35322,3,1,38,30,0,,,103,245
21200,1,2,110,30,9,2019-04-27,0.34,3,319
16327,1,1,63,2,2,2016-06-19,0.05,1,0
41113,1,2,225,3,4,2019-07-06,2.14,1,78
33232,2,2,219,1,36,2019-07-07,2.83,8,321
20498,3,1,33,1,333,2019-06-24,10.64,5,139
2205,1,1,70,2,45,2018-01-01,0.6,3,0
33922,2,1,100,7,0,,,1,365
38962,4,1,65,1,1,2019-01-01,0.16,2,362
29920,2,2,350,31,1,2019-01-25,0.18,33,327
38268,2,1,199,1,24,2019-06-21,3.27,30,155
25323,3,1,85,1,115,2019-06-23,4.94,5,76
16017,2,2,150,1,49,2019-06-21,1.3,2,0
10076,2,1,170,1,0,,,1,0
40221,2,1,115,2,12,2019-06-18,2.07,1,33
44075,2,2,90,4,4,2019-06-30,1.88,1,51
22805,1,1,64,7,17,2018-11-05,0.72,1,0
11943,2,2,200,1,1,2015-12-03,0.02,1,0
13520,2,2,95,1,5,2016-01-28,0.12,1,0
12766,1,1,31,3,2,2016-01-05,0.05,1,0
25947,1,2,1700,1,0,,,1,365
46989,1,1,35,30,0,,,1,44
36973,1,1,65,3,16,2019-06-17,1.82,1,74
16973,1,2,200,2,0,,,1,0
28516,1,1,74,5,0,,,1,0
43498,1,1,70,1,7,2019-05-31,3.28,2,98
23044,1,2,275,3,8,2018-11-30,0.32,1,0
17589,2,2,200,5,22,2019-06-28,0.61,1,5
29042,1,2,110,5,3,2018-12-31,0.17,1,0
6677,2,2,80,2,22,2019-05-27,0.48,1,87
31642,3,2,115,3,14,2019-01-01,0.99,1,19
12328,2,2,150,2,1,2018-05-21,0.07,1,0
46290,2,2,163,1,3,2019-06-23,3.0,1,155
561,1,2,185,3,14,2015-08-31,0.15,1,0
32278,5,2,86,2,41,2019-06-16,3.18,1,111
1522,1,2,220,1,115,2019-06-24,1.4,2,96
47606,2,2,155,1,2,2019-06-30,2.0,1,300
26346,1,2,145,3,23,2019-06-04,1.06,1,13
41811,2,2,145,3,7,2019-07-05,2.88,1,36
6446,2,2,250,4,26,2019-06-15,0.61,1,102
35911,1,2,70,2,4,2019-05-03,0.5,1,0
4290,2,2,185,5,4,2018-09-29,0.08,1,0
26340,2,2,225,30,1,2019-06-23,1.0,49,311
14351,2,1,98,1,10,2017-08-20,0.24,5,0
31564,2,1,160,3,6,2019-06-25,0.44,3,123
34732,2,2,250,4,16,2019-06-26,1.68,1,0
22660,2,2,200,1,4,2019-06-24,0.15,1,365
28015,2,2,125,5,13,2019-03-15,0.68,1,0
12550,1,2,150,7,0,,,1,0
22579,2,2,300,30,51,2019-04-09,2.55,2,126
19311,2,1,80,4,7,2019-01-03,0.33,1,0
32829,1,1,50,3,22,2019-04-11,1.76,2,0
26446,1,1,30,1,0,,,1,174
23223,2,1,50,1,0,,,1,0
33790,5,2,42,1,32,2019-06-20,2.74,1,32
4591,1,1,120,3,1,2014-09-17,0.02,1,365
13761,1,2,120,2,0,,,1,0
31360,1,2,112,3,65,2019-07-07,4.62,3,219
14530,1,2,300,29,7,2019-01-13,0.19,2,312
48497,2,1,79,3,0,,,5,18
24926,1,1,110,2,5,2017-09-01,0.21,2,0
16970,2,1,65,28,1,2016-06-27,0.03,1,0
39509,1,2,135,28,0,,,2,189
6621,2,1,35,20,2,2015-01-10,0.04,1,0
915,2,1,125,3,202,2019-06-19,2.29,1,217
972,2,1,99,3,4,2019-03-04,0.41,1,335
19427,2,2,534,30,0,,,18,365
42861,3,2,165,1,0,,,1,323
30743,1,1,50,2,35,2019-05-27,2.22,4,296
118,2,2,225,1,115,2019-06-07,1.05,4,299
10548,1,2,125,3,3,2015-12-01,0.06,1,0
12801,1,2,800,3,33,2016-06-12,0.76,1,178
22881,5,1,100,2,107,2019-06-14,4.12,5,344
20656,1,2,225,1,0,,,1,0
976,1,2,159,2,106,2019-06-24,1.22,1,34
35896,2,1,200,3,8,2019-05-30,0.83,1,332
6728,1,2,130,14,33,2019-06-30,0.72,1,105
39083,2,2,359,1,36,2019-06-20,5.09,1,175
17753,3,1,100,3,11,2019-01-01,0.32,1,0
2423,1,1,103,8,5,2018-08-25,0.21,1,2
4407,1,1,43,1,127,2019-06-27,2.77,2,220
1689,1,2,175,13,64,2019-03-31,0.8,1,116
3411,1,2,120,2,3,2016-08-29,0.04,1,0
3133,1,2,120,1,93,2018-04-29,1.51,1,0
1187,2,2,175,4,13,2018-11-16,0.17,1,0
16944,2,1,101,2,102,2019-07-01,2.97,2,116
38376,2,2,292,2,0,,,1,0
26127,1,2,90,2,13,2019-01-04,0.59,1,6
19083,2,1,350,3,0,,,1,0
1144,1,1,125,31,17,2014-06-30,0.2,2,331
19803,2,2,1020,1,12,2019-05-22,0.39,6,365
13635,2,2,100,1,0,,,1,0
35387,2,2,200,2,13,2019-06-18,1.38,13,358
16383,2,2,278,30,0,,,87,350
25137,1,2,100,2,97,2019-07-07,4.38,1,30
34471,1,2,130,2,24,2019-07-01,3.27,1,2
47624,2,2,288,5,2,2019-06-30,2.0,1,74
29965,1,1,94,2,52,2019-07-03,3.26,1,126
12587,1,1,90,3,28,2017-12-10,0.65,2,0
48777,1,1,60,2,0,,,1,67
23655,1,1,62,3,3,2017-10-07,0.12,1,0
48866,3,2,58,1,0,,,1,159
